"","v1_value","v2_value","judgement_convicted_binary","punishment_prison_days","punishment_fine","punishment_share_max_prison_sentence","n","v1","v2","restriction"
"178",NA,"1",0.927536231884058,71.796875,4789.47368421053,0.0399476125950218,69,"judge_some_foreign_background","defendant_net_income_quantile",""
"179",NA,"2",0.905882352941176,84.4050632911393,5983.58208955224,0.085390205502537,85,"judge_some_foreign_background","defendant_net_income_quantile",""
"180",NA,"3",0.854166666666667,68.406976744186,9454.86111111111,0.072686369946644,96,"judge_some_foreign_background","defendant_net_income_quantile",""
"181",NA,"4",0.822429906542056,44.6521739130435,12304,0.0517698593897224,107,"judge_some_foreign_background","defendant_net_income_quantile",""
"182","0","0",0.865408805031447,97.2754237288135,5206.10820244328,0.0528289351378191,795,"judge_some_foreign_background","case_is_not_oslo",""
"183","0","1",0.833547392756228,90.5036581796897,9102.65420560747,0.0627145838878316,3893,"judge_some_foreign_background","case_is_not_oslo",""
"184","1","0",0.852941176470588,112.451612903226,7848,0.0339639051967819,34,"judge_some_foreign_background","case_is_not_oslo",""
"185","1","1",0.862068965517241,48.0610687022901,12550.9174311927,0.0399182117459699,145,"judge_some_foreign_background","case_is_not_oslo",""
"186",NA,"0",0.794117647058823,55.2068965517241,9781.25,0.0406044792346163,34,"judge_some_foreign_background","case_is_not_oslo",""
"187",NA,"1",0.879256965944272,67.3047945205479,8270.04048582996,0.0659946905718198,323,"judge_some_foreign_background","case_is_not_oslo",""
"188","0","40 - 55",0.859623733719247,73.2198697068404,11710.7209737828,0.0529963278044579,691,"judge_is_married","defendant_age_groups",""
"189","0","< 40",0.83525641025641,77.0145032632343,6877.91539153915,0.0574064542142764,1560,"judge_is_married","defendant_age_groups",""
"190","0","> 55",0.828358208955224,59.9825327510917,12573.6842105263,0.0555986169201319,268,"judge_is_married","defendant_age_groups",""
"191","0",NA,0.847826086956522,75.1904761904762,11758.064516129,0.0544809430621564,46,"judge_is_married","defendant_age_groups",""
"192","1","40 - 55",0.830357142857143,126.964346349746,10373.5966735967,0.06039636764749,672,"judge_is_married","defendant_age_groups",""
"193","1","< 40",0.84588318085855,97.3700159489632,6608.11806256307,0.0645695097085677,1421,"judge_is_married","defendant_age_groups",""
"194","1","> 55",0.818181818181818,106.545454545454,11160.1156069364,0.0591559498670875,242,"judge_is_married","defendant_age_groups",""
"195","1",NA,0.829268292682927,102.944444444444,7327.58620689655,0.0519579670189525,41,"judge_is_married","defendant_age_groups",""
"196",NA,"40 - 55",0.875,47.5443037974684,11481.6901408451,0.0685743881520137,88,"judge_is_married","defendant_age_groups",""
"197",NA,"< 40",0.88235294117647,76.841726618705,6592.6724137931,0.0550024724944404,153,"judge_is_married","defendant_age_groups",""
"198",NA,"> 55",0.871794871794872,96.4,7693.54838709678,0.0867179301738563,39,"judge_is_married","defendant_age_groups",""
"199",NA,NA,0.666666666666667,145,0,0.493150684931506,3,"judge_is_married","defendant_age_groups",""
"200","0","0",0.843764705882353,78.4331919406151,9233.1255605381,0.0581955540419389,2125,"judge_is_married","defendant_is_woman",""
"201","0","1",0.817910447761194,54.6725352112676,6836.24454148472,0.0424628234823152,335,"judge_is_married","defendant_is_woman",""
"202","0",NA,0.866666666666667,48.9574468085106,8815.52631578948,0.0476416231539014,105,"judge_is_married","defendant_is_woman",""
"203","1","0",0.840744570837642,111.365294117647,8061.83369644154,0.0653292071566538,1934,"judge_is_married","defendant_is_woman",""
"204","1","1",0.82484076433121,68.8,8284.21052631579,0.0394771461065299,314,"judge_is_married","defendant_is_woman",""
"205","1",NA,0.8359375,129.353982300885,9647.72727272727,0.078790941778232,128,"judge_is_married","defendant_is_woman",""
"206",NA,"0",0.871369294605809,69.1428571428572,8297.3544973545,0.0746627014637794,241,"judge_is_married","defendant_is_woman",""
"207",NA,"1",0.862068965517241,49.1153846153846,5825,0.0309578350972038,29,"judge_is_married","defendant_is_woman",""
"208",NA,NA,1,151.153846153846,12159.0909090909,0.0653407640602399,13,"judge_is_married","defendant_is_woman",""
"209","0","0",0.846706586826348,72.3784511784512,9407.8719611021,0.0551910535759513,1670,"judge_is_married","defendant_some_foreign_background",""
"210","0","1",0.833590138674885,79.8952042628774,7864.70588235294,0.0611003891650568,649,"judge_is_married","defendant_some_foreign_background",""
"211","0",NA,0.82520325203252,72.1805555555555,8261.12716763006,0.0452675584552649,246,"judge_is_married","defendant_some_foreign_background",""
"212","1","0",0.83709787816564,101.026624902114,9025.76003824091,0.0652349875184408,1461,"judge_is_married","defendant_some_foreign_background",""
"213","1","1",0.835051546391753,110.365,5680.43478260869,0.0549000624792295,679,"judge_is_married","defendant_some_foreign_background",""
"214","1",NA,0.85593220338983,130.938388625592,9688.09523809524,0.0745265790846825,236,"judge_is_married","defendant_some_foreign_background",""
"215",NA,"0",0.887179487179487,76.0277777777778,9301.29032258064,0.0714338118418654,195,"judge_is_married","defendant_some_foreign_background",""
"216",NA,"1",0.80952380952381,38.3921568627451,3568.18181818182,0.0411692759295499,63,"judge_is_married","defendant_some_foreign_background",""
"217",NA,NA,0.96,104.12,10464.2857142857,0.113292023640445,25,"judge_is_married","defendant_some_foreign_background",""
"218","0","0",0.840287124270973,77.8013211382114,8358.36251541307,0.0568197724552352,2229,"judge_is_married","defendant_is_married",""
"219","0","1",0.83982683982684,51.1831683168317,14411.5773809524,0.0502020760656854,231,"judge_is_married","defendant_is_married",""
"220","0",NA,0.866666666666667,48.9574468085106,8815.52631578948,0.0476416231539014,105,"judge_is_married","defendant_is_married",""
"221","1","0",0.84698381559588,102.736696230599,8069.59022038567,0.0616244088798506,2039,"judge_is_married","defendant_is_married",""
"222","1","1",0.755980861244019,133.941520467836,8324.62686567164,0.0677820230679075,209,"judge_is_married","defendant_is_married",""
"223","1",NA,0.8359375,129.353982300885,9647.72727272727,0.078790941778232,128,"judge_is_married","defendant_is_married",""
"224",NA,"0",0.87551867219917,65.7798165137615,8437.56613756613,0.0644467094387682,241,"judge_is_married","defendant_is_married",""
"225",NA,"1",0.827586206896552,77.64,4500,0.104210697977821,29,"judge_is_married","defendant_is_married",""
"226",NA,NA,1,151.153846153846,12159.0909090909,0.0653407640602399,13,"judge_is_married","defendant_is_married",""
"227","0","1",0.831615120274914,104.491262135922,3890.1052631579,0.0615674510973584,582,"judge_is_married","defendant_net_income_quantile",""
"228","0","2",0.846153846153846,76.2760416666667,5431.35593220339,0.0604143269694248,650,"judge_is_married","defendant_net_income_quantile",""
"229","0","3",0.830275229357798,66.6087719298246,8062.23251028806,0.0588929559712512,654,"judge_is_married","defendant_net_income_quantile",""
"230","0","4",0.855670103092784,53.6301824212272,17429.5510204082,0.0412576428033293,679,"judge_is_married","defendant_net_income_quantile",""
"231","1","1",0.829642248722317,169.110894941634,3621.39303482587,0.0669468791274138,587,"judge_is_married","defendant_net_income_quantile",""
"232","1","2",0.860576923076923,100.806451612903,5250.10940919038,0.0634631564199452,624,"judge_is_married","defendant_net_income_quantile",""
"233","1","3",0.844331641285956,85.2576923076924,8681.38424821002,0.0627973687188356,591,"judge_is_married","defendant_net_income_quantile",""
"234","1","4",0.817073170731707,71.2721774193548,15628.648989899,0.0555355734219355,574,"judge_is_married","defendant_net_income_quantile",""
"235",NA,"1",0.912280701754386,73.3846153846154,3086.95652173913,0.036742599036303,57,"judge_is_married","defendant_net_income_quantile",""
"236",NA,"2",0.924242424242424,89.4444444444444,7016.36363636364,0.0994148066214772,66,"judge_is_married","defendant_net_income_quantile",""
"237",NA,"3",0.84,80.0746268656716,9118.42105263158,0.0853018538391937,75,"judge_is_married","defendant_net_income_quantile",""
"238",NA,"4",0.847058823529412,46.3513513513514,12432.2580645161,0.056377510853184,85,"judge_is_married","defendant_net_income_quantile",""
"239","0","0",0.864935064935065,66.3187134502924,5840.83044982699,0.0469311443805775,385,"judge_is_married","case_is_not_oslo",""
"240","0","1",0.837155963302752,75.6363163371488,9486.6131896005,0.0582200164591296,2180,"judge_is_married","case_is_not_oslo",""
"241","1","0",0.859956236323851,123.884520884521,5057.72870662461,0.056065047145352,457,"judge_is_married","case_is_not_oslo",""
"242","1","1",0.833246482542992,102.58001189768,8900.69638909359,0.0652676699048222,1919,"judge_is_married","case_is_not_oslo",""
"243",NA,"0",0.857142857142857,45.0526315789474,7671.875,0.03382257012394,21,"judge_is_married","case_is_not_oslo",""
"244",NA,"1",0.877862595419847,73.3755274261603,8312.25490196078,0.0726355346962851,262,"judge_is_married","case_is_not_oslo",""
"245","1","40 - 55",0.898989898989899,98.6629213483146,8930.37974683544,0.0465749341252505,99,"judge_net_income_quantile","defendant_age_groups",""
"246","1","< 40",0.826612903225806,60.4908256880734,8569.11764705882,0.0549631864895146,248,"judge_net_income_quantile","defendant_age_groups",""
"247","1","> 55",0.896551724137931,64.2592592592593,15062.5,0.0606535017493922,29,"judge_net_income_quantile","defendant_age_groups",""
"248","1",NA,0.818181818181818,131.888888888889,17875,0.0957959376476145,11,"judge_net_income_quantile","defendant_age_groups",""
"249","2","40 - 55",0.868725868725869,54.7705627705628,14063.5148514851,0.0516910496865643,259,"judge_net_income_quantile","defendant_age_groups",""
"250","2","< 40",0.879864636209814,51.6486988847583,6032.95711060947,0.0491924462293871,591,"judge_net_income_quantile","defendant_age_groups",""
"251","2","> 55",0.803921568627451,32.4285714285714,12859.1549295775,0.0324995036728211,102,"judge_net_income_quantile","defendant_age_groups",""
"252","2",NA,0.727272727272727,47.9,14666.6666666667,0.0562785388127854,11,"judge_net_income_quantile","defendant_age_groups",""
"253","3","40 - 55",0.86084142394822,87.028880866426,10785.5691056911,0.054774519780826,309,"judge_net_income_quantile","defendant_age_groups",""
"254","3","< 40",0.852272727272727,77.65,7465.26418786693,0.0584302615623133,704,"judge_net_income_quantile","defendant_age_groups",""
"255","3","> 55",0.841269841269841,76.5454545454546,14441.7582417582,0.0445558284196479,126,"judge_net_income_quantile","defendant_age_groups",""
"256","3",NA,0.857142857142857,72.0416666666667,6523.80952380952,0.0433057251340083,28,"judge_net_income_quantile","defendant_age_groups",""
"257","4","40 - 55",0.82780612244898,113.802919708029,10480.939177102,0.061823962974327,784,"judge_net_income_quantile","defendant_age_groups",""
"258","4","< 40",0.826524198617222,107.356017191977,6408.28062157221,0.0669338884881065,1591,"judge_net_income_quantile","defendant_age_groups",""
"259","4","> 55",0.821917808219178,105.154761904762,9468.75,0.0710419637328877,292,"judge_net_income_quantile","defendant_age_groups",""
"260","4",NA,0.85,102.736842105263,7740.74074074074,0.0962554530382518,40,"judge_net_income_quantile","defendant_age_groups",""
"261","1","0",0.843260188087774,77.2918149466193,10316.7391304348,0.0541785659745495,319,"judge_net_income_quantile","defendant_is_woman",""
"262","1","1",0.91304347826087,43.8333333333333,2740,0.0298893826708002,46,"judge_net_income_quantile","defendant_is_woman",""
"263","1",NA,0.818181818181818,66.5,12375,0.111255867420251,22,"judge_net_income_quantile","defendant_is_woman",""
"264","2","0",0.8675,52.2479108635097,9380.11647254575,0.0517101000104188,800,"judge_net_income_quantile","defendant_is_woman",""
"265","2","1",0.84251968503937,42.1636363636364,6220.43010752688,0.0319344655670487,127,"judge_net_income_quantile","defendant_is_woman",""
"266","2",NA,0.944444444444444,42.5714285714286,10660,0.0450631560220601,36,"judge_net_income_quantile","defendant_is_woman",""
"267","3","0",0.853633572159672,88.4212962962963,9232.8317373461,0.0596188732836873,977,"judge_net_income_quantile","defendant_is_woman",""
"268","3","1",0.828767123287671,34.352,8232.32323232323,0.0320420865544843,146,"judge_net_income_quantile","defendant_is_woman",""
"269","3",NA,0.931818181818182,40.6904761904762,9102.5641025641,0.0348111475084376,44,"judge_net_income_quantile","defendant_is_woman",""
"270","4","0",0.831215970961888,111.66030927835,7873.9642172524,0.0685135552633688,2204,"judge_net_income_quantile","defendant_is_woman",""
"271","4","1",0.802228412256267,81.0097402597402,8329.00432900433,0.0489995530629837,359,"judge_net_income_quantile","defendant_is_woman",""
"272","4",NA,0.819444444444444,135.406504065041,8709.23913043478,0.0706013062290194,144,"judge_net_income_quantile","defendant_is_woman",""
"273","1","0",0.84453781512605,62.1722488038278,10485.6741573034,0.044885013988565,238,"judge_net_income_quantile","defendant_some_foreign_background",""
"274","1","1",0.89622641509434,95.979381443299,7058.90410958904,0.0645836752730257,106,"judge_net_income_quantile","defendant_some_foreign_background",""
"275","1",NA,0.767441860465116,69.8918918918919,9500,0.072558371693195,43,"judge_net_income_quantile","defendant_some_foreign_background",""
"276","2","0",0.870192307692308,48.9166666666667,9988.10526315789,0.0493775412848275,624,"judge_net_income_quantile","defendant_some_foreign_background",""
"277","2","1",0.857142857142857,55.1095890410959,7178.77094972067,0.047182912036141,252,"judge_net_income_quantile","defendant_some_foreign_background",""
"278","2",NA,0.873563218390805,49.8,7133.52941176471,0.0524117395931759,87,"judge_net_income_quantile","defendant_some_foreign_background",""
"279","3","0",0.853174603174603,75.1601796407186,10216.9298245614,0.0588003109746996,756,"judge_net_income_quantile","defendant_some_foreign_background",""
"280","3","1",0.841269841269841,86.8985507246376,6272.32142857143,0.0528022776200602,315,"judge_net_income_quantile","defendant_some_foreign_background",""
"281","3",NA,0.895833333333333,94.3448275862069,9207.33333333333,0.0476433759019547,96,"judge_net_income_quantile","defendant_some_foreign_background",""
"282","4","0",0.831967213114754,106.187874750167,8298.27475247525,0.067648157024862,1708,"judge_net_income_quantile","defendant_some_foreign_background",""
"283","4","1",0.811977715877437,108.995176848875,6518.68583162218,0.0619034157804211,718,"judge_net_income_quantile","defendant_some_foreign_background",""
"284","4",NA,0.832740213523132,125.177419354839,9607.91005291005,0.07035986845687,281,"judge_net_income_quantile","defendant_some_foreign_background",""
"285","1","0",0.849112426035503,58.247491638796,9109.18367346938,0.0486967256348454,338,"judge_net_income_quantile","defendant_is_married",""
"286","1","1",0.888888888888889,256,11850,0.0959714844842046,27,"judge_net_income_quantile","defendant_is_married",""
"287","1",NA,0.818181818181818,66.5,12375,0.111255867420251,22,"judge_net_income_quantile","defendant_is_married",""
"288","2","0",0.882566585956416,52.7622841965471,8439.76190476191,0.0500707213335546,826,"judge_net_income_quantile","defendant_is_married",""
"289","2","1",0.712871287128713,32.2933333333333,14045.3125,0.0372875896934116,101,"judge_net_income_quantile","defendant_is_married",""
"290","2",NA,0.944444444444444,42.5714285714286,10660,0.0450631560220601,36,"judge_net_income_quantile","defendant_is_married",""
"291","3","0",0.851084812623274,84.8780760626399,8628.83845126835,0.057563364125989,1014,"judge_net_income_quantile","defendant_is_married",""
"292","3","1",0.844036697247706,50.6210526315789,13595.0617283951,0.0473458904109589,109,"judge_net_income_quantile","defendant_is_married",""
"293","3",NA,0.931818181818182,40.6904761904762,9102.5641025641,0.0348111475084376,44,"judge_net_income_quantile","defendant_is_married",""
"294","4","0",0.828828828828828,107.51614481409,7844.54484441733,0.0653527587306619,2331,"judge_net_income_quantile","defendant_is_married",""
"295","4","1",0.810344827586207,106.906862745098,8850.6050955414,0.0739734564803544,232,"judge_net_income_quantile","defendant_is_married",""
"296","4",NA,0.819444444444444,135.406504065041,8709.23913043478,0.0706013062290194,144,"judge_net_income_quantile","defendant_is_married",""
"297","1","1",0.894736842105263,93.6704545454546,3977.77777777778,0.0696824215094019,95,"judge_net_income_quantile","defendant_net_income_quantile",""
"298","1","2",0.896551724137931,95.1645569620253,6422.72727272727,0.0441791934018214,87,"judge_net_income_quantile","defendant_net_income_quantile",""
"299","1","3",0.75531914893617,60.8701298701299,9295.5223880597,0.0399298726695987,94,"judge_net_income_quantile","defendant_net_income_quantile",""
"300","1","4",0.855855855855856,44.8686868686869,17548.0263157895,0.055489275818043,111,"judge_net_income_quantile","defendant_net_income_quantile",""
"301","2","1",0.882629107981221,68.3061224489796,3331.37254901961,0.0482943390355544,213,"judge_net_income_quantile","defendant_net_income_quantile",""
"302","2","2",0.869918699186992,51.7534246575343,4928.49462365591,0.0514064037180476,246,"judge_net_income_quantile","defendant_net_income_quantile",""
"303","2","3",0.860082304526749,46.6759259259259,8107.32984293194,0.0521999497297977,243,"judge_net_income_quantile","defendant_net_income_quantile",""
"304","2","4",0.85823754789272,38.0948275862069,18435.0520833333,0.0430006032284174,261,"judge_net_income_quantile","defendant_net_income_quantile",""
"305","3","1",0.844202898550725,108.446721311475,3279.90196078431,0.0624662558098784,276,"judge_net_income_quantile","defendant_net_income_quantile",""
"306","3","2",0.847972972972973,86.4710424710425,5630.4932735426,0.0542668366582475,296,"judge_net_income_quantile","defendant_net_income_quantile",""
"307","3","3",0.868243243243243,76.6940298507463,9508.55855855856,0.0648530974376503,296,"judge_net_income_quantile","defendant_net_income_quantile",""
"308","3","4",0.852842809364548,49.9538461538462,17652.7272727273,0.04003426005294,299,"judge_net_income_quantile","defendant_net_income_quantile",""
"309","4","1",0.805295950155763,174.430379746836,4024.40274599542,0.0671489293751154,642,"judge_net_income_quantile","defendant_net_income_quantile",""
"310","4","2",0.850914205344585,100.89375,5407.85854616896,0.0746416288160881,711,"judge_net_income_quantile","defendant_net_income_quantile",""
"311","4","3",0.826783114992722,87.8238255033557,7869.90663900415,0.0667209259477488,687,"judge_net_income_quantile","defendant_net_income_quantile",""
"312","4","4",0.821589205397301,77.06529209622,14659.6630434783,0.0525508362875209,667,"judge_net_income_quantile","defendant_net_income_quantile",""
"313","1","0",0.910112359550562,48.2117647058824,4847.82608695652,0.0440047907777529,89,"judge_net_income_quantile","case_is_not_oslo",""
"314","1","1",0.832214765100671,80.5891472868217,11001.179245283,0.0587373556184425,298,"judge_net_income_quantile","case_is_not_oslo",""
"315","2","0",0.868852459016394,50.1863354037267,5278.41726618705,0.0381120291850886,183,"judge_net_income_quantile","case_is_not_oslo",""
"316","2","1",0.866666666666666,50.6581196581197,9915.48885077186,0.0525856007290662,780,"judge_net_income_quantile","case_is_not_oslo",""
"317","3","0",0.873015873015873,77.5029585798817,5421.48148148148,0.0483560893614103,189,"judge_net_income_quantile","case_is_not_oslo",""
"318","3","1",0.849693251533742,80.3955916473318,9791.96185286103,0.0582447154574445,978,"judge_net_income_quantile","case_is_not_oslo",""
"319","4","0",0.843283582089552,137.909348441926,5784.7670250896,0.061322351887797,402,"judge_net_income_quantile","case_is_not_oslo",""
"320","4","1",0.823861171366594,103.837958374628,8349.3188315724,0.0675054559788685,2305,"judge_net_income_quantile","case_is_not_oslo",""
"321","0","40 - 55",0.851162790697674,87.2688172043011,7975.9493670886,0.0451552405330327,215,"case_is_not_oslo","defendant_age_groups",""
"322","0","< 40",0.864027538726334,87.5903846153846,4318.47826086956,0.0522189908595263,581,"case_is_not_oslo","defendant_age_groups",""
"323","0","> 55",0.884615384615385,209.795918367347,7810.81081081081,0.0782025994652558,52,"case_is_not_oslo","defendant_age_groups",""
"324","0",NA,0.866666666666667,146.076923076923,5923.07692307692,0.0472378924654665,15,"case_is_not_oslo","defendant_age_groups",""
"325","1","40 - 55",0.846278317152103,97.8677007299274,11636.0183189655,0.0602385799849544,1236,"case_is_not_oslo","defendant_age_groups",""
"326","1","< 40",0.837446141793968,85.8965364120782,7298.7300443459,0.0632229030726006,2553,"case_is_not_oslo","defendant_age_groups",""
"327","1","> 55",0.82092555331992,68.627358490566,11958.5434173669,0.0556509041972954,497,"case_is_not_oslo","defendant_age_groups",""
"328","1",NA,0.826666666666667,79.4117647058823,10204.0816326531,0.0828107405446005,75,"case_is_not_oslo","defendant_age_groups",""
"329","0","0",0.869325997248968,98.7083333333333,5245.06641366224,0.052580508661454,727,"case_is_not_oslo","defendant_is_woman",""
"330","0","1",0.835051546391752,57.1882352941176,6229.85074626865,0.0338069352550762,97,"case_is_not_oslo","defendant_is_woman",""
"331","0",NA,0.794871794871795,146.685714285714,8303.57142857143,0.0876452347863902,39,"case_is_not_oslo","defendant_is_woman",""
"332","1","0",0.838790931989925,91.3746434231378,9353.11692307691,0.0650243561241475,3573,"case_is_not_oslo","defendant_is_woman",""
"333","1","1",0.820998278829604,61.726,7662.40409207161,0.0424170634209943,581,"case_is_not_oslo","defendant_is_woman",""
"334","1",NA,0.869565217391304,86.7567567567568,9661.42857142857,0.0602731370613559,207,"case_is_not_oslo","defendant_is_woman",""
"335","0","0",0.858461538461538,92.1508771929826,7204.46808510638,0.0494236474656753,325,"case_is_not_oslo","defendant_some_foreign_background",""
"336","0","1",0.86322869955157,96.1052631578947,4476.78018575851,0.0518308590132944,446,"case_is_not_oslo","defendant_some_foreign_background",""
"337","0",NA,0.869565217391304,111.297619047619,4296.875,0.0590727239120166,92,"case_is_not_oslo","defendant_some_foreign_background",""
"338","1","0",0.843385538153948,84.2736168611217,9454.04954545454,0.062211942828615,3001,"case_is_not_oslo","defendant_some_foreign_background",""
"339","1","1",0.819047619047619,91.7938650306747,7709.21875,0.0608804582625463,945,"case_is_not_oslo","defendant_some_foreign_background",""
"340","1",NA,0.840963855421687,99.1114130434782,10072.2315436242,0.0650455625948554,415,"case_is_not_oslo","defendant_some_foreign_background",""
"341","0","0",0.86737400530504,90.7952522255193,5614.48339483396,0.0496298280423091,754,"case_is_not_oslo","defendant_is_married",""
"342","0","1",0.842857142857143,129.28813559322,2663.46153846154,0.0584947068385675,70,"case_is_not_oslo","defendant_is_married",""
"343","0",NA,0.794871794871795,146.685714285714,8303.57142857143,0.0876452347863902,39,"case_is_not_oslo","defendant_is_married",""
"344","1","0",0.840745672436752,87.9354644149578,8756.32451304667,0.0621807858272362,3755,"case_is_not_oslo","defendant_is_married",""
"345","1","1",0.794486215538847,81.2861356932154,12919.0555555556,0.0627609952088809,399,"case_is_not_oslo","defendant_is_married",""
"346","1",NA,0.869565217391304,86.7567567567568,9661.42857142857,0.0602731370613559,207,"case_is_not_oslo","defendant_is_married",""
"347","0","1",0.86241610738255,144.917293233083,2662.21198156682,0.0561547893047314,298,"case_is_not_oslo","defendant_net_income_quantile",""
"348","0","2",0.866071428571428,61.8009950248756,3693.29268292683,0.0491413995616114,224,"case_is_not_oslo","defendant_net_income_quantile",""
"349","0","3",0.869047619047619,85.8609271523179,4858.60655737705,0.0522330883645669,168,"case_is_not_oslo","defendant_net_income_quantile",""
"350","0","4",0.84971098265896,66.82,13763.8655462185,0.0450960933296593,173,"case_is_not_oslo","defendant_net_income_quantile",""
"351","1","1",0.825431034482759,130.066257668711,4077.29429892142,0.0660625363750942,928,"case_is_not_oslo","defendant_net_income_quantile",""
"352","1","2",0.854838709677419,93.7730923694779,5784.26829268293,0.0676335999168069,1116,"case_is_not_oslo","defendant_net_income_quantile",""
"353","1","3",0.832465277777777,74.255467196819,8908.02976190477,0.063948643574899,1152,"case_is_not_oslo","defendant_net_income_quantile",""
"354","1","4",0.836909871244635,59.7233626588466,16721.7430639324,0.0486829785061683,1165,"case_is_not_oslo","defendant_net_income_quantile",""
